id,title,body,notification_priority,title_tokens,body_tokens
485,नेपाल सम्बन्ध नयाँ मस्यौदा,चीन को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['नेपाल', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['चीन', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
486,एआई प्रविधि नयाँ प्रयोग,एआई मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,0,"['एआई', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['एआई', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
487,एआई ले नयाँ उपकरण सार्वजनिक गर्यो,फाइभजी को सुरुवात भविष्य गति थप्नेछ।,1,"['एआई', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['फाइभजी', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
488,नेपाल फाइनल खेल तयारी,भारत प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,0,"['नेपाल', 'फाइनल', 'खेलको', 'तयारी']","['भारत', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
489,फाइभजी नेटवर्क सुरुवात,ओलम्पिक मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['फाइभजी', 'नेटवर्कको', 'सुरुवात']","['ओलम्पिक', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
490,चीन नेटवर्क सुरुवात,भारत ले नयाँ उत्पाद बजार चकित पारे छ।,0,"['चीन', 'नेटवर्कको', 'सुरुवात']","['भारत', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
491,चीन ले नयाँ उपकरण सार्वजनिक गर्यो,क्रिकेट मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,0,"['चीन', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['क्रिकेट', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
492,फाइभजी नेटवर्क सुरुवात,एआई ले नयाँ उत्पाद बजार चकित पारे छ।,0,"['फाइभजी', 'नेटवर्कको', 'सुरुवात']","['एआई', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
493,क्रिकेट फाइनल खेल तयारी,ओलम्पिक खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,0,"['क्रिकेट', 'फाइनल', 'खेलको', 'तयारी']","['ओलम्पिक', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
494,ओलम्पिक मा प्रधानमन्त्री नयाँ कदम,क्रिकेट को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['ओलम्पिक', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['क्रिकेट', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
495,फाइभजी खेलाडी स्वर्ण जिते,नेपाल खेल दर्शक ध्यान ताने छ।,1,"['फाइभजी', 'खेलाडीले', 'स्वर्ण', 'जिते']","['नेपाल', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
496,भारत मा नेपाल ऐतिहासिक जीत,भारत प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,0,"['भारत', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['भारत', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
497,चीन सम्बन्ध नयाँ मस्यौदा,क्रिकेट को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,1,"['चीन', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['क्रिकेट', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
498,क्रिकेट ले नयाँ उपकरण सार्वजनिक गर्यो,फाइभजी मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,0,"['क्रिकेट', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['फाइभजी', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
499,चीन संसद् बैठक स्थगित,नेपाल को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['चीन', 'संसद्', 'बैठक', 'स्थगित']","['नेपाल', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
